Arthela,YR,Date DD/MM/ÅÅÅÅ
Hussvala, Delichon urbica,2013,29/05/2013
Hussvala, Delichon urbica,2014,27/05/2014
Hussvala, Delichon urbica,2015,29/05/2015
Hussvala, Delichon urbica,2016,31/05/2016
Hussvala, Delichon urbica,2017,28/05/2017
Härfågel, Upupa epops,1957,21/04/1957
Härfågel, Upupa epops,1958,24/05/1958
Härfågel, Upupa epops,1960,16/05/1960
Härfågel, Upupa epops,1968,31/05/1968
Härfågel, Upupa epops,1969,03/05/1969
Härfågel, Upupa epops,1978,10/05/1978
Härfågel, Upupa epops,1988,12/05/1988
Härfågel, Upupa epops,1990,29/05/1990
Hämpling, Carduelis cannabina,1950,23/05/1950
Hämpling, Carduelis cannabina,1951,24/05/1951
Hämpling, Carduelis cannabina,1952,10/05/1952
Hämpling, Carduelis cannabina,1953,06/05/1953
Hämpling, Carduelis cannabina,1954,31/05/1954
Hämpling, Carduelis cannabina,1955,31/05/1955
Hämpling, Carduelis cannabina,1956,30/04/1956
Hämpling, Carduelis cannabina,1957,17/05/1957
Hämpling, Carduelis cannabina,1958,03/05/1958
Hämpling, Carduelis cannabina,1959,23/05/1959
Hämpling, Carduelis cannabina,1960,31/05/1960
Hämpling, Carduelis cannabina,1961,20/05/1961
Hämpling, Carduelis cannabina,1962,25/05/1962
Hämpling, Carduelis cannabina,1963,20/05/1963
Hämpling, Carduelis cannabina,1964,27/05/1964
Hämpling, Carduelis cannabina,1965,04/05/1965
Hämpling, Carduelis cannabina,1967,28/05/1967
Hämpling, Carduelis cannabina,1968,23/05/1968
Hämpling, Carduelis cannabina,1969,22/05/1969
Hämpling, Carduelis cannabina,1970,20/04/1970
Hämpling, Carduelis cannabina,1971,02/05/1971
Hämpling, Carduelis cannabina,1972,03/05/1972
Hämpling, Carduelis cannabina,1973,17/04/1973
Hämpling, Carduelis cannabina,1974,13/05/1974
Hämpling, Carduelis cannabina,1975,11/05/1975
Hämpling, Carduelis cannabina,1976,10/05/1976
Hämpling, Carduelis cannabina,1977,19/05/1977
Hämpling, Carduelis cannabina,1978,12/05/1978
Hämpling, Carduelis cannabina,1979,13/05/1979
Hämpling, Carduelis cannabina,1980,04/05/1980
Hämpling, Carduelis cannabina,1981,12/05/1981
Hämpling, Carduelis cannabina,1982,18/05/1982
Hämpling, Carduelis cannabina,1983,14/05/1983
Hämpling, Carduelis cannabina,1984,10/05/1984
Hämpling, Carduelis cannabina,1985,22/05/1985
Hämpling, Carduelis cannabina,1986,23/05/1986
Hämpling, Carduelis cannabina,1987,17/05/1987
Hämpling, Carduelis cannabina,1988,14/05/1988
Hämpling, Carduelis cannabina,1989,06/05/1989
Hämpling, Carduelis cannabina,1990,03/05/1990
Hämpling, Carduelis cannabina,1991,11/05/1991
Hämpling, Carduelis cannabina,1992,17/05/1992
Hämpling, Carduelis cannabina,1993,07/05/1993
Hämpling, Carduelis cannabina,1994,11/05/1994
Hämpling, Carduelis cannabina,1995,10/05/1995
Hämpling, Carduelis cannabina,1996,10/05/1996
Hämpling, Carduelis cannabina,1997,13/05/1997
Hämpling, Carduelis cannabina,1998,10/05/1998
Hämpling, Carduelis cannabina,1999,10/05/1999
Hämpling, Carduelis cannabina,2000,10/05/2000
Hämpling, Carduelis cannabina,2001,25/05/2001
Hämpling, Carduelis cannabina,2002,13/05/2002
Hämpling, Carduelis cannabina,2003,17/05/2003
Hämpling, Carduelis cannabina,2004,17/05/2004
Hämpling, Carduelis cannabina,2005,15/05/2005
Hämpling, Carduelis cannabina,2006,21/05/2006
Hämpling, Carduelis cannabina,2007,05/05/2007
Hämpling, Carduelis cannabina,2008,12/05/2008
Hämpling, Carduelis cannabina,2009,12/05/2009
Hämpling, Carduelis cannabina,2010,24/05/2010
Hämpling, Carduelis cannabina,2011,20/05/2011
Hämpling, Carduelis cannabina,2012,14/05/2012
Hämpling, Carduelis cannabina,2013,25/05/2013
Hämpling, Carduelis cannabina,2014,22/05/2014
Hämpling, Carduelis cannabina,2015,16/05/2015
Hämpling, Carduelis cannabina,2016,12/05/2016
Hämpling, Carduelis cannabina,2017,09/05/2017
Höksångare, Sylvia nisoria,1950,01/06/1950
Höksångare, Sylvia nisoria,1951,26/05/1951
Höksångare, Sylvia nisoria,1952,24/05/1952
Höksångare, Sylvia nisoria,1953,28/05/1953
Höksångare, Sylvia nisoria,1954,30/05/1954
Höksångare, Sylvia nisoria,1955,06/06/1955
Höksångare, Sylvia nisoria,1957,28/05/1957
Höksångare, Sylvia nisoria,1958,24/05/1958
Höksångare, Sylvia nisoria,1959,29/05/1959
Höksångare, Sylvia nisoria,1960,30/05/1960
Höksångare, Sylvia nisoria,1961,30/05/1961
Höksångare, Sylvia nisoria,1962,07/06/1962
Höksångare, Sylvia nisoria,1963,29/05/1963
Höksångare, Sylvia nisoria,1964,28/05/1964
Höksångare, Sylvia nisoria,1965,30/05/1965
Höksångare, Sylvia nisoria,1967,29/05/1967
Höksångare, Sylvia nisoria,1968,01/06/1968
Höksångare, Sylvia nisoria,1969,01/06/1969
Höksångare, Sylvia nisoria,1970,04/06/1970
Höksångare, Sylvia nisoria,1971,26/05/1971
Höksångare, Sylvia nisoria,1972,24/05/1972
Höksångare, Sylvia nisoria,1973,31/05/1973
Höksångare, Sylvia nisoria,1974,02/06/1974
Höksångare, Sylvia nisoria,1975,30/05/1975
Höksångare, Sylvia nisoria,1976,31/05/1976
Höksångare, Sylvia nisoria,1977,28/05/1977
Höksångare, Sylvia nisoria,1978,05/06/1978
Höksångare, Sylvia nisoria,1979,18/05/1979
Höksångare, Sylvia nisoria,1980,03/06/1980
Höksångare, Sylvia nisoria,1981,26/05/1981
Höksångare, Sylvia nisoria,1982,02/06/1982
Höksångare, Sylvia nisoria,1983,24/05/1983
Höksångare, Sylvia nisoria,1984,07/06/1984
Höksångare, Sylvia nisoria,1985,30/05/1985
Höksångare, Sylvia nisoria,1986,05/06/1986
Höksångare, Sylvia nisoria,1987,29/05/1987
Höksångare, Sylvia nisoria,1988,06/06/1988
Höksångare, Sylvia nisoria,1989,28/05/1989
Höksångare, Sylvia nisoria,1990,31/05/1990
Höksångare, Sylvia nisoria,1991,30/05/1991
Höksångare, Sylvia nisoria,1992,17/05/1992
Höksångare, Sylvia nisoria,1993,26/05/1993
Höksångare, Sylvia nisoria,1994,23/05/1994
Höksångare, Sylvia nisoria,1995,30/05/1995
Höksångare, Sylvia nisoria,1996,25/05/1996
Höksångare, Sylvia nisoria,1997,27/05/1997
Höksångare, Sylvia nisoria,1998,21/05/1998
Höksångare, Sylvia nisoria,1999,01/06/1999
Höksångare, Sylvia nisoria,2000,03/06/2000
Höksångare, Sylvia nisoria,2001,18/05/2001
Höksångare, Sylvia nisoria,2002,27/05/2002
Höksångare, Sylvia nisoria,2004,26/05/2004
Höksångare, Sylvia nisoria,2005,24/05/2005
Höksångare, Sylvia nisoria,2006,03/06/2006
Höksångare, Sylvia nisoria,2007,02/06/2007
Höksångare, Sylvia nisoria,2008,31/05/2008
Höksångare, Sylvia nisoria,2009,22/05/2009
Höksångare, Sylvia nisoria,2010,31/05/2010
Höksångare, Sylvia nisoria,2011,10/06/2011
Höksångare, Sylvia nisoria,2012,24/05/2012
Höksångare, Sylvia nisoria,2013,31/05/2013
Höksångare, Sylvia nisoria,2014,26/05/2014
Höksångare, Sylvia nisoria,2015,02/06/2015
Höksångare, Sylvia nisoria,2017,21/05/2017
Iberisk gransångare, Phylloscopus ibericus,2007,27/04/2007
Jorduggla, Asio flammeus,1990,22/04/1990
Järnsparv, Prunella modularis,1950,26/05/1950
Järnsparv, Prunella modularis,1951,23/04/1951
Järnsparv, Prunella modularis,1952,14/04/1952
Järnsparv, Prunella modularis,1953,15/04/1953
Järnsparv, Prunella modularis,1955,16/04/1955
Järnsparv, Prunella modularis,1956,29/04/1956
Järnsparv, Prunella modularis,1957,25/04/1957
Järnsparv, Prunella modularis,1958,29/04/1958
Järnsparv, Prunella modularis,1959,02/04/1959
Järnsparv, Prunella modularis,1960,24/04/1960
Järnsparv, Prunella modularis,1961,11/04/1961
Järnsparv, Prunella modularis,1962,28/04/1962
Järnsparv, Prunella modularis,1963,17/04/1963
Järnsparv, Prunella modularis,1964,15/04/1964
Järnsparv, Prunella modularis,1965,12/04/1965
Järnsparv, Prunella modularis,1967,27/04/1967
Järnsparv, Prunella modularis,1968,14/04/1968
Järnsparv, Prunella modularis,1969,24/04/1969
Järnsparv, Prunella modularis,1970,23/04/1970
Järnsparv, Prunella modularis,1971,10/04/1971
Järnsparv, Prunella modularis,1972,08/04/1972
Järnsparv, Prunella modularis,1973,21/04/1973
Järnsparv, Prunella modularis,1974,17/04/1974
Järnsparv, Prunella modularis,1975,22/04/1975
Järnsparv, Prunella modularis,1976,13/04/1976
Järnsparv, Prunella modularis,1977,23/04/1977
Järnsparv, Prunella modularis,1978,13/04/1978
Järnsparv, Prunella modularis,1979,12/04/1979
Järnsparv, Prunella modularis,1980,15/04/1980
Järnsparv, Prunella modularis,1981,01/04/1981
Järnsparv, Prunella modularis,1982,13/04/1982
Järnsparv, Prunella modularis,1983,15/04/1983
Järnsparv, Prunella modularis,1984,16/04/1984
Järnsparv, Prunella modularis,1985,10/04/1985
Järnsparv, Prunella modularis,1986,12/04/1986
Järnsparv, Prunella modularis,1987,16/04/1987
Järnsparv, Prunella modularis,1988,09/04/1988
Järnsparv, Prunella modularis,1989,07/04/1989
Järnsparv, Prunella modularis,1990,31/03/1990
Järnsparv, Prunella modularis,1991,03/04/1991
Järnsparv, Prunella modularis,1992,12/04/1992
Järnsparv, Prunella modularis,1993,07/04/1993
Järnsparv, Prunella modularis,1994,11/04/1994
Järnsparv, Prunella modularis,1995,21/04/1995
Järnsparv, Prunella modularis,1996,17/04/1996
Järnsparv, Prunella modularis,1997,19/04/1997
Järnsparv, Prunella modularis,1998,09/04/1998
Järnsparv, Prunella modularis,1999,08/04/1999
Järnsparv, Prunella modularis,2000,03/04/2000
Järnsparv, Prunella modularis,2001,12/04/2001
Järnsparv, Prunella modularis,2002,12/04/2002
Järnsparv, Prunella modularis,2003,15/04/2003
Järnsparv, Prunella modularis,2004,14/04/2004
Järnsparv, Prunella modularis,2005,07/04/2005
Järnsparv, Prunella modularis,2006,07/04/2006
Järnsparv, Prunella modularis,2007,08/04/2007
Järnsparv, Prunella modularis,2008,14/04/2008
Järnsparv, Prunella modularis,2009,06/04/2009
Järnsparv, Prunella modularis,2010,04/04/2010
Järnsparv, Prunella modularis,2011,07/04/2011
Järnsparv, Prunella modularis,2012,02/04/2012
Järnsparv, Prunella modularis,2013,17/04/2013
Järnsparv, Prunella modularis,2014,04/04/2014
Järnsparv, Prunella modularis,2015,13/04/2015
Järnsparv, Prunella modularis,2016,10/04/2016
Järnsparv, Prunella modularis,2017,31/03/2017
Kaja, Corvus monedula,1960,30/04/1960
Kaja, Corvus monedula,1971,17/03/1971
Kaja, Corvus monedula,1979,03/05/1979
Kaja, Corvus monedula,1985,23/03/1985
Kaja, Corvus monedula,1986,18/04/1986
Kaja, Corvus monedula,1988,21/04/1988
Kaja, Corvus monedula,1990,12/06/1990
Kaja, Corvus monedula,1992,30/05/1992
Kaja, Corvus monedula,1993,08/06/1993
Kaja, Corvus monedula,1994,26/05/1994
Kaja, Corvus monedula,1995,20/05/1995
Kaja, Corvus monedula,1997,29/05/1997
Kaja, Corvus monedula,1998,18/05/1998
Kaja, Corvus monedula,1999,26/05/1999
Kaja, Corvus monedula,2000,06/05/2000
Kaja, Corvus monedula,2001,11/05/2001
Kaja, Corvus monedula,2002,20/05/2002
Kaja, Corvus monedula,2003,18/05/2003
Kaja, Corvus monedula,2004,01/04/2004
Kaja, Corvus monedula,2005,24/04/2005
Kaja, Corvus monedula,2006,26/04/2006
Kaja, Corvus monedula,2007,19/05/2007
Kaja, Corvus monedula,2008,05/06/2008
Kaja, Corvus monedula,2009,21/05/2009
Kaja, Corvus monedula,2010,10/05/2010
Kaja, Corvus monedula,2011,22/04/2011
Kaja, Corvus monedula,2012,30/05/2012
Kasserade ring(ar), NA,1970,12/05/1970
Kasserade ring(ar), NA,1980,09/04/1980
Kasserade ring(ar), NA,1981,23/05/1981
Kasserade ring(ar), NA,1982,15/05/1982
Kasserade ring(ar), NA,1983,31/05/1983
Kasserade ring(ar), NA,1988,01/06/1988
Kasserade ring(ar), NA,2007,19/04/2007
Kasserade ring(ar), NA,2008,20/04/2008
Kasserade ring(ar), NA,2009,07/04/2009
Kasserade ring(ar), NA,2012,03/04/2012
Kasserade ring(ar), NA,2014,05/04/2014
Kornknarr, Crex crex,1990,04/06/1990
Kornsparv, Miliaria calandra,1958,06/06/1958
Kornsparv, Miliaria calandra,1967,14/06/1967
Kornsparv, Miliaria calandra,1971,11/05/1971
Koltrast, Turdus merula,1950,03/05/1950
Koltrast, Turdus merula,1951,01/05/1951
Koltrast, Turdus merula,1952,18/04/1952
Koltrast, Turdus merula,1953,22/04/1953
Koltrast, Turdus merula,1954,11/05/1954
Koltrast, Turdus merula,1955,19/04/1955
Koltrast, Turdus merula,1956,22/04/1956
Koltrast, Turdus merula,1957,01/05/1957
Koltrast, Turdus merula,1958,25/04/1958
Koltrast, Turdus merula,1959,02/04/1959
Koltrast, Turdus merula,1960,29/04/1960
Koltrast, Turdus merula,1961,28/04/1961
Koltrast, Turdus merula,1962,03/05/1962
Koltrast, Turdus merula,1963,17/04/1963
Koltrast, Turdus merula,1964,14/04/1964
Koltrast, Turdus merula,1965,07/04/1965
Koltrast, Turdus merula,1966,06/04/1966
Koltrast, Turdus merula,1967,29/04/1967
Koltrast, Turdus merula,1968,18/04/1968
Koltrast, Turdus merula,1969,14/04/1969
Koltrast, Turdus merula,1970,20/04/1970
Koltrast, Turdus merula,1971,07/04/1971
Koltrast, Turdus merula,1972,16/04/1972
Koltrast, Turdus merula,1973,10/04/1973
Koltrast, Turdus merula,1974,19/04/1974
Koltrast, Turdus merula,1975,13/04/1975
Koltrast, Turdus merula,1976,12/04/1976
Koltrast, Turdus merula,1977,24/04/1977
Koltrast, Turdus merula,1978,18/04/1978
Koltrast, Turdus merula,1979,09/04/1979
Koltrast, Turdus merula,1980,10/04/1980
Koltrast, Turdus merula,1981,01/04/1981
Koltrast, Turdus merula,1982,04/04/1982
Koltrast, Turdus merula,1983,04/04/1983
Koltrast, Turdus merula,1984,08/04/1984
Koltrast, Turdus merula,1985,06/04/1985
Koltrast, Turdus merula,1986,10/04/1986
Koltrast, Turdus merula,1987,12/04/1987
Koltrast, Turdus merula,1988,30/03/1988
Koltrast, Turdus merula,1989,02/04/1989
Koltrast, Turdus merula,1990,01/04/1990
Koltrast, Turdus merula,1991,25/03/1991
Koltrast, Turdus merula,1992,30/03/1992
Koltrast, Turdus merula,1993,31/03/1993
Koltrast, Turdus merula,1994,04/04/1994
Koltrast, Turdus merula,1995,05/04/1995
Koltrast, Turdus merula,1996,16/04/1996
Koltrast, Turdus merula,1997,06/04/1997
Koltrast, Turdus merula,1998,03/04/1998
Koltrast, Turdus merula,1999,30/03/1999
Koltrast, Turdus merula,2000,31/03/2000
Koltrast, Turdus merula,2001,03/04/2001
Koltrast, Turdus merula,2002,08/04/2002
Koltrast, Turdus merula,2003,02/04/2003
Koltrast, Turdus merula,2004,29/03/2004
Koltrast, Turdus merula,2005,26/03/2005
Koltrast, Turdus merula,2006,05/04/2006
Koltrast, Turdus merula,2007,02/04/2007
Koltrast, Turdus merula,2008,07/04/2008
Koltrast, Turdus merula,2009,27/03/2009
Koltrast, Turdus merula,2010,01/04/2010
Koltrast, Turdus merula,2011,03/04/2011
Koltrast, Turdus merula,2012,25/03/2012
Koltrast, Turdus merula,2013,15/04/2013
Koltrast, Turdus merula,2014,29/03/2014
Koltrast, Turdus merula,2015,29/03/2015
Koltrast, Turdus merula,2016,26/03/2016
Koltrast, Turdus merula,2017,31/03/2017
Kråka, Corvus corone,1999,10/06/1999
Kråka, Corvus corone,2012,01/06/2012
Kråka, Corvus corone,2016,26/05/2016
Kärrsångare, Acrocephalus palustris,1950,27/05/1950
Kärrsångare, Acrocephalus palustris,1959,04/06/1959
Kärrsångare, Acrocephalus palustris,1961,01/06/1961
Kärrsångare, Acrocephalus palustris,1962,09/06/1962
Kärrsångare, Acrocephalus palustris,1963,05/06/1963
Kärrsångare, Acrocephalus palustris,1964,29/05/1964
Kärrsångare, Acrocephalus palustris,1965,05/06/1965
Kärrsångare, Acrocephalus palustris,1968,29/05/1968
Kärrsångare, Acrocephalus palustris,1969,02/06/1969
Kärrsångare, Acrocephalus palustris,1970,07/06/1970
Kärrsångare, Acrocephalus palustris,1971,30/05/1971
Kärrsångare, Acrocephalus palustris,1972,06/06/1972
Kärrsångare, Acrocephalus palustris,1973,06/06/1973
Kärrsångare, Acrocephalus palustris,1974,10/06/1974
Kärrsångare, Acrocephalus palustris,1975,05/06/1975
Kärrsångare, Acrocephalus palustris,1976,05/06/1976
Kärrsångare, Acrocephalus palustris,1977,03/06/1977
Kärrsångare, Acrocephalus palustris,1978,04/06/1978
Kärrsångare, Acrocephalus palustris,1979,28/05/1979
Kärrsångare, Acrocephalus palustris,1980,04/06/1980
Kärrsångare, Acrocephalus palustris,1981,30/05/1981
Kärrsångare, Acrocephalus palustris,1982,29/05/1982
Kärrsångare, Acrocephalus palustris,1983,02/06/1983
Kärrsångare, Acrocephalus palustris,1984,03/06/1984
Kärrsångare, Acrocephalus palustris,1985,28/05/1985
Kärrsångare, Acrocephalus palustris,1986,04/06/1986
Kärrsångare, Acrocephalus palustris,1987,05/06/1987
Kärrsångare, Acrocephalus palustris,1988,04/06/1988
Kärrsångare, Acrocephalus palustris,1989,07/06/1989
Kärrsångare, Acrocephalus palustris,1990,04/06/1990
Kärrsångare, Acrocephalus palustris,1991,04/06/1991
Kärrsångare, Acrocephalus palustris,1992,01/06/1992
Kärrsångare, Acrocephalus palustris,1993,05/06/1993
Kärrsångare, Acrocephalus palustris,1994,26/05/1994
Kärrsångare, Acrocephalus palustris,1995,31/05/1995
Kärrsångare, Acrocephalus palustris,1996,31/05/1996
Kärrsångare, Acrocephalus palustris,1997,28/05/1997
Kärrsångare, Acrocephalus palustris,1998,28/05/1998
Kärrsångare, Acrocephalus palustris,1999,10/06/1999
Kärrsångare, Acrocephalus palustris,2000,04/06/2000
Kärrsångare, Acrocephalus palustris,2001,29/05/2001
Kärrsångare, Acrocephalus palustris,2002,28/05/2002
Kärrsångare, Acrocephalus palustris,2003,30/05/2003
Kärrsångare, Acrocephalus palustris,2004,03/06/2004
Kärrsångare, Acrocephalus palustris,2005,01/06/2005
Kärrsångare, Acrocephalus palustris,2006,03/06/2006
Kärrsångare, Acrocephalus palustris,2007,31/05/2007
Kärrsångare, Acrocephalus palustris,2008,31/05/2008
Kärrsångare, Acrocephalus palustris,2009,28/05/2009
Kärrsångare, Acrocephalus palustris,2010,01/06/2010
Kärrsångare, Acrocephalus palustris,2011,03/06/2011
Kärrsångare, Acrocephalus palustris,2012,04/06/2012
Kärrsångare, Acrocephalus palustris,2013,02/06/2013
Kärrsångare, Acrocephalus palustris,2014,02/06/2014
Kärrsångare, Acrocephalus palustris,2015,30/05/2015
Kärrsångare, Acrocephalus palustris,2016,31/05/2016
Kärrsångare, Acrocephalus palustris,2017,05/06/2017
Kungsfiskare, Alcedo atthis,1982,24/04/1982
Kungsfiskare, Alcedo atthis,2010,05/04/2010
Kungsfiskare, Alcedo atthis,2011,03/04/2011
Kungsfågel, Regulus regulus,1953,17/04/1953
Kungsfågel, Regulus regulus,1954,22/04/1954
Kungsfågel, Regulus regulus,1955,27/04/1955
Kungsfågel, Regulus regulus,1956,29/04/1956
Kungsfågel, Regulus regulus,1957,21/04/1957
Kungsfågel, Regulus regulus,1960,08/05/1960
Kungsfågel, Regulus regulus,1961,05/04/1961
Kungsfågel, Regulus regulus,1962,28/04/1962
Kungsfågel, Regulus regulus,1963,17/04/1963
Kungsfågel, Regulus regulus,1964,15/04/1964
Kungsfågel, Regulus regulus,1965,14/04/1965
Kungsfågel, Regulus regulus,1966,06/04/1966
Kungsfågel, Regulus regulus,1967,23/04/1967
Kungsfågel, Regulus regulus,1968,13/04/1968
Kungsfågel, Regulus regulus,1969,17/04/1969
Kungsfågel, Regulus regulus,1970,19/04/1970
Kungsfågel, Regulus regulus,1971,10/04/1971
Kungsfågel, Regulus regulus,1972,15/04/1972
Kungsfågel, Regulus regulus,1973,18/04/1973
Kungsfågel, Regulus regulus,1974,16/04/1974
Kungsfågel, Regulus regulus,1975,18/04/1975
Kungsfågel, Regulus regulus,1976,17/04/1976
Kungsfågel, Regulus regulus,1977,19/04/1977
Kungsfågel, Regulus regulus,1978,13/04/1978
Kungsfågel, Regulus regulus,1979,08/04/1979
Kungsfågel, Regulus regulus,1980,08/04/1980
Kungsfågel, Regulus regulus,1981,10/04/1981
Kungsfågel, Regulus regulus,1982,05/04/1982
Kungsfågel, Regulus regulus,1983,06/04/1983
Kungsfågel, Regulus regulus,1984,21/04/1984
Kungsfågel, Regulus regulus,1985,08/04/1985
Kungsfågel, Regulus regulus,1986,22/04/1986
Kungsfågel, Regulus regulus,1987,13/04/1987
Kungsfågel, Regulus regulus,1988,01/04/1988
Kungsfågel, Regulus regulus,1989,01/04/1989
Kungsfågel, Regulus regulus,1990,10/04/1990
Kungsfågel, Regulus regulus,1991,06/04/1991
Kungsfågel, Regulus regulus,1992,08/04/1992
Kungsfågel, Regulus regulus,1993,10/04/1993
Kungsfågel, Regulus regulus,1994,09/04/1994
Kungsfågel, Regulus regulus,1995,19/04/1995
Kungsfågel, Regulus regulus,1996,14/04/1996
Kungsfågel, Regulus regulus,1997,18/04/1997
Kungsfågel, Regulus regulus,1998,07/04/1998
Kungsfågel, Regulus regulus,1999,02/04/1999
Kungsfågel, Regulus regulus,2000,02/04/2000
Kungsfågel, Regulus regulus,2001,11/04/2001
Kungsfågel, Regulus regulus,2002,14/04/2002
Kungsfågel, Regulus regulus,2003,05/04/2003
Kungsfågel, Regulus regulus,2004,10/04/2004
Kungsfågel, Regulus regulus,2005,07/04/2005
Kungsfågel, Regulus regulus,2006,12/04/2006
Kungsfågel, Regulus regulus,2007,05/04/2007
Kungsfågel, Regulus regulus,2008,09/04/2008
Kungsfågel, Regulus regulus,2009,09/04/2009
Kungsfågel, Regulus regulus,2010,02/04/2010
Kungsfågel, Regulus regulus,2011,11/04/2011
Kungsfågel, Regulus regulus,2012,30/03/2012
Kungsfågel, Regulus regulus,2013,16/04/2013
Kungsfågel, Regulus regulus,2014,01/04/2014
Kungsfågel, Regulus regulus,2015,11/04/2015
Kungsfågel, Regulus regulus,2016,10/04/2016
Kungsfågel, Regulus regulus,2017,30/03/2017
Kungsfågelsångare, Phylloscopus proregulus,1978,28/05/1978
Ladusvala, Hirundo rustica,1950,09/06/1950
Ladusvala, Hirundo rustica,1951,01/06/1951
Ladusvala, Hirundo rustica,1952,30/05/1952
Ladusvala, Hirundo rustica,1954,31/05/1954
Ladusvala, Hirundo rustica,1955,31/05/1955
Ladusvala, Hirundo rustica,1956,03/06/1956
Ladusvala, Hirundo rustica,1958,17/05/1958
Ladusvala, Hirundo rustica,1960,07/06/1960
